LOCAL_DATE,SPEED_MAX_GUST,TOTAL_PRECIPITATION,MIN_TEMPERATURE,MAX_TEMPERATURE,MEAN_TEMPERATURE
2016-01-03 0:00,61,0,-9.6,0,-4.8
2016-01-04 0:00,0,0,-17.6,-9.6,-13.6
2016-01-05 0:00,41,0,-18.9,-4.1,-11.5
2016-01-06 0:00,0,0,-9.4,0,-4.7
2016-01-07 0:00,0,0,-8.7,3.2,-2.8
2016-01-08 0:00,0,2,-6.6,3.3,-1.7
2016-01-09 0:00,32,1,1.8,5.6,3.7
2016-01-10 0:00,87,9.1,-8.2,5.1,-1.6
2016-01-11 0:00,59,0,-12,-8.2,-10.1
2016-01-12 0:00,69,1.3,-11.5,-3.8,-7.7
2016-01-13 0:00,46,0,-11.4,-9.2,-10.3
2016-01-14 0:00,37,0,-9.9,-3.7,-6.8
2016-01-15 0:00,41,4.8,-3.7,3.7,0
2016-01-16 0:00,57,0,-4.3,2.2,-1.1
2016-01-17 0:00,44,0,-12.6,-3,-7.8
2016-01-18 0:00,59,2.6,-12.8,-9.2,-11
2016-01-19 0:00,63,0,-16.6,-6.2,-11.4
2016-01-20 0:00,0,0,-13.1,-6.1,-9.6
2016-01-21 0:00,0,0,-9.7,-3.9,-6.8
2016-01-22 0:00,0,0,-18.2,-4.7,-11.5
2016-01-23 0:00,0,0,-14.2,-6.1,-10.2
2016-01-24 0:00,0,0,-10.5,-1.7,-6.1
2016-01-25 0:00,46,0,-2.2,3.4,0.6
2016-01-26 0:00,61,1.1,-0.6,4.5,2
2016-01-27 0:00,69,0.3,-4.2,-0.6,-2.4
2016-01-28 0:00,48,0.6,-3.5,0.4,-1.6
2016-01-29 0:00,56,0,-10.1,-1.9,-6
2016-01-30 0:00,52,0,-7.8,3.7,-2.1
2016-01-31 0:00,56,5,-2.8,9.1,3.2
2016-02-01 0:00,52,0,-1.8,5.6,1.9
2016-02-02 0:00,59,5.3,-6.1,2.1,-2
2016-02-03 0:00,74,0.8,1.1,14.5,7.8
2016-02-04 0:00,43,0.3,-2.9,2.4,-0.3
2016-02-05 0:00,37,0,-4,1.2,-1.4
2016-02-06 0:00,41,0,-3.7,2.3,-0.7
2016-02-07 0:00,37,0,-4.2,6.2,1
2016-02-08 0:00,43,1.8,-0.3,6.3,3
2016-02-09 0:00,39,1.6,-3.5,0.8,-1.4
2016-02-10 0:00,44,0,-14.9,-3.5,-9.2
2016-02-11 0:00,50,0,-16.8,-11.4,-14.1
2016-02-12 0:00,52,0,-15.9,-6.5,-11.2
2016-02-13 0:00,46,0,-24.8,-15.9,-20.4
2016-02-14 0:00,0,0,-26.3,-11.4,-18.9
2016-02-15 0:00,33,0,-18.2,-1.9,-10.1
2016-02-16 0:00,37,1.5,-3.5,-0.8,-2.2
2016-02-17 0:00,44,0.8,-14.1,-2.6,-8.4
2016-02-18 0:00,0,0,-22.2,-5,-13.6
2016-02-19 0:00,65,3.8,-8.3,8.2,-0.1
2016-02-20 0:00,65,0,-1.3,10.8,4.8
2016-02-21 0:00,32,0,-2.1,4.9,1.4
2016-02-22 0:00,0,0,-6.4,0.9,-2.8
2016-02-23 0:00,32,0,-7.5,2.1,-2.7
2016-02-24 0:00,65,13.6,-2.4,0.9,-0.8
2016-02-25 0:00,59,2.6,-6.8,0.4,-3.2
2016-02-26 0:00,48,0,-10.9,-3.7,-7.3
2016-02-27 0:00,61,0,-6.6,3.2,-1.7
2016-02-28 0:00,70,1.3,0.2,12.4,6.3
2016-02-29 0:00,69,2.3,-7,8.8,0.9
2016-03-01 0:00,61,5.5,-10.8,-6.4,-8.6
2016-03-02 0:00,48,0,-11,-6.6,-8.8
2016-03-03 0:00,0,0,-10.6,-2.8,-6.7
2016-03-04 0:00,0,0,-8,0.2,-3.9
2016-03-05 0:00,0,0.3,-9.8,-0.6,-5.2
2016-03-06 0:00,35,0,-12.6,1.5,-5.6
2016-03-07 0:00,37,0,-0.5,11,5.3
2016-03-08 0:00,41,0,1.7,17.1,9.4
2016-03-09 0:00,54,0,9.1,18.3,13.7
2016-03-10 0:00,32,3.3,2.4,13,7.7
2016-03-11 0:00,37,0,-1.1,7.8,3.4
2016-03-12 0:00,33,0,-3.4,16.1,6.4
2016-03-13 0:00,54,1,0,8.3,4.2
2016-03-14 0:00,35,5.6,2.5,10.3,6.4
2016-03-15 0:00,0,6.8,4.6,8.5,6.6
2016-03-16 0:00,74,11.1,4.4,13,8.7
2016-03-17 0:00,56,0,2.3,9.3,5.8
2016-03-18 0:00,37,0,-4.3,5.9,0.8
2016-03-19 0:00,0,0,-6.3,3.2,-1.6
2016-03-20 0:00,0,0,-6.8,4.3,-1.3
2016-03-21 0:00,61,0,-5.8,3,-1.4
2016-03-22 0:00,37,1.8,-6.6,8.6,1
2016-03-23 0:00,48,9.8,-0.4,4.1,1.9
2016-03-24 0:00,56,22.8,-1.8,0.1,-0.9
2016-03-25 0:00,54,0,-5.8,1.1,-2.4
2016-03-26 0:00,0,0,-5.9,6.3,0.2
2016-03-27 0:00,33,3.8,-4.7,16.3,5.8
2016-03-28 0:00,70,18.8,0.3,9.2,4.8
2016-03-29 0:00,39,0,-2.4,6.4,2
2016-03-30 0:00,54,0,-4.5,15.1,5.3
2016-03-31 0:00,63,39.8,10.1,14.7,12.4
2016-04-01 0:00,48,0,-1.1,11,5
2016-04-02 0:00,67,4.6,-5.6,3.7,-1
2016-04-03 0:00,61,9,-8.8,-3.2,-6
2016-04-04 0:00,48,0.3,-11.5,-3.5,-7.5
2016-04-05 0:00,0,0,-15.1,-0.8,-8
2016-04-06 0:00,43,7.6,-5,6.6,0.8
2016-04-07 0:00,52,5.8,-3.4,6.6,1.6
2016-04-08 0:00,56,0,-5,2.9,-1.1
2016-04-09 0:00,48,0,-8.2,-0.9,-4.6
2016-04-10 0:00,43,7.3,-8.5,0.2,-4.2
2016-04-11 0:00,46,3.8,-1.5,9.7,4.1
2016-04-12 0:00,50,0,-5.2,5,-0.1
2016-04-13 0:00,0,0,-5.4,7.8,1.2
2016-04-14 0:00,41,0,-4.1,10,3
2016-04-15 0:00,33,0,-0.4,17.2,8.4
2016-04-16 0:00,0,0,1.6,20.1,10.9
2016-04-17 0:00,0,0,-0.3,23.3,11.5
2016-04-18 0:00,44,0.5,3.4,25.2,14.3
2016-04-19 0:00,33,0,2.6,16.3,9.5
2016-04-20 0:00,33,0,0.2,16.6,8.4
2016-04-21 0:00,37,7,3.1,15.3,9.2
2016-04-22 0:00,44,2.3,2.8,17,9.9
2016-04-23 0:00,0,0,0.3,12.9,6.6
2016-04-24 0:00,0,0,-1.7,14.4,6.4
2016-04-25 0:00,44,2.1,2.7,9.6,6.2
2016-04-26 0:00,44,6.3,-0.3,5,2.4
2016-04-27 0:00,32,0,-2,12.7,5.4
2016-04-28 0:00,39,0,-0.8,7.8,3.5
2016-04-29 0:00,35,0,0.4,11.7,6.1
2016-04-30 0:00,41,0,-1.5,14,6.3
2016-05-01 0:00,39,3.8,6,9.5,7.8
2016-05-02 0:00,32,0.5,3.4,14.1,8.8
2016-05-03 0:00,0,0.3,2.8,14.8,8.8
2016-05-04 0:00,35,0,1.5,16.4,9
2016-05-05 0:00,35,0,4.4,17,10.7
2016-05-06 0:00,50,0,5,21.3,13.2
2016-05-07 0:00,54,0,2.9,19.4,11.2
2016-05-08 0:00,57,0,1.6,13.7,7.7
2016-05-09 0:00,0,0,-1,14.3,6.7
2016-05-10 0:00,37,0,0.1,16.7,8.4
2016-05-11 0:00,44,0,1.6,20.1,10.9
2016-05-12 0:00,43,25.3,5.8,25.1,15.5
2016-05-13 0:00,41,6.3,11.5,18.6,15.1
2016-05-14 0:00,59,6,0.9,11.5,6.2
2016-05-15 0:00,65,0,0.4,6.6,3.5
2016-05-16 0:00,63,3,0.3,18.2,9.3
2016-05-17 0:00,0,0,4.3,16.6,10.5
2016-05-18 0:00,0,0,2.8,16.6,9.7
2016-05-19 0:00,0,0,2.2,19.2,10.7
2016-05-20 0:00,0,0,3.4,21.8,12.6
2016-05-21 0:00,0,0,7.8,21.9,14.9
2016-05-22 0:00,33,0,8.7,21.3,15
2016-05-23 0:00,0,0,6,24.8,15.4
2016-05-24 0:00,35,0,5.1,26.8,16
2016-05-25 0:00,48,0,11.2,27,19.1
2016-05-26 0:00,33,21.3,13.3,27.1,20.2
2016-05-27 0:00,32,0,16.1,28.8,22.5
2016-05-28 0:00,39,0,15,31.1,23.1
2016-05-29 0:00,76,1.5,16.7,28.3,22.5
2016-05-30 0:00,44,0,13.3,24.7,19
2016-05-31 0:00,46,0,11.1,24.5,17.8
2016-06-01 0:00,32,0,9.6,21.9,15.8
2016-06-02 0:00,46,0.3,11.6,27.5,19.6
2016-06-03 0:00,39,0,9.3,26.2,17.8
2016-06-04 0:00,32,6.5,9.9,26.2,18.1
2016-06-05 0:00,56,17.4,15,23.7,19.4
2016-06-06 0:00,83,3.3,12.7,25.2,19
2016-06-07 0:00,50,0.3,8.5,16.9,12.7
2016-06-08 0:00,52,0,5.3,13.1,9.2
2016-06-09 0:00,52,0,4.5,19.2,11.9
2016-06-10 0:00,32,0,4.2,24,14.1
2016-06-11 0:00,56,0,15.5,29.8,22.7
2016-06-12 0:00,54,0,8,19,13.5
2016-06-13 0:00,35,0,7,19.5,13.3
2016-06-14 0:00,0,0,4.5,23.7,14.1
2016-06-15 0:00,0,11.5,6.5,24.3,15.4
2016-06-16 0:00,52,0,12.4,25.5,19
2016-06-17 0:00,0,0,9.5,29.4,19.5
2016-06-18 0:00,0,0,9.5,30.3,19.9
2016-06-19 0:00,39,0,11.6,31.6,21.6
2016-06-20 0:00,65,0,14.7,32.2,23.5
2016-06-21 0:00,44,0,7.9,25.7,16.8
2016-06-22 0:00,44,0.2,9,24.5,16.8
2016-06-23 0:00,0,0,7.7,24.6,16.2
2016-06-24 0:00,0,0,7.6,27.8,17.7
2016-06-25 0:00,0,0,9,30.5,19.8
2016-06-26 0:00,46,0.2,12.6,31.5,22.1
2016-06-27 0:00,52,0,15.8,32.3,24.1
2016-06-28 0:00,33,0,10.8,21.8,16.3
2016-06-29 0:00,37,0,8.3,25.7,17
2016-06-30 0:00,37,0,4.2,28.1,16.2
2016-07-01 0:00,57,5.8,10.1,22.2,16.2
2016-07-02 0:00,48,0,9.1,24.7,16.9
2016-07-03 0:00,35,0,8.1,27.4,17.8
2016-07-04 0:00,0,0,7.5,28.7,18.1
2016-07-05 0:00,44,0,15.8,30.8,23.3
2016-07-06 0:00,37,0,12.5,32.1,22.3
2016-07-07 0:00,37,0,17.4,32.2,24.8
2016-07-08 0:00,37,4.2,17.7,31,24.4
2016-07-09 0:00,46,1.2,16.1,23.4,19.8
2016-07-10 0:00,32,0,12.2,28.8,20.5
2016-07-11 0:00,33,0,12,28.4,20.2
2016-07-12 0:00,48,0,14.8,32.5,23.7
2016-07-13 0:00,61,10.8,20.1,34.5,27.3
2016-07-14 0:00,46,12.5,18.2,29.4,23.8
2016-07-15 0:00,54,,15.9,,
2016-07-16 0:00,0,0,10.9,23.4,17.2
2016-07-17 0:00,43,0,7.8,27,17.4
2016-07-18 0:00,54,0,12.1,28,20.1
2016-07-19 0:00,37,0,10,25.7,17.9
2016-07-20 0:00,0,0,7.8,27.8,17.8
2016-07-21 0:00,44,0.2,13.2,31.6,22.4
2016-07-22 0:00,46,0,16.6,32.5,24.6
2016-07-23 0:00,37,0,15.2,32.2,23.7
2016-07-24 0:00,33,0,13.6,28.7,21.2
2016-07-25 0:00,41,29.9,17.9,30.1,24
2016-07-26 0:00,32,0,15.1,29,22.1
2016-07-27 0:00,39,0,14,31.5,22.8
2016-07-28 0:00,50,13,17,28.8,22.9
2016-07-29 0:00,0,0,16.8,27.2,22
2016-07-30 0:00,37,0.2,16.3,25.4,20.9
2016-07-31 0:00,33,0,15.6,24.9,20.3
2016-08-01 0:00,44,0,14,27.8,20.9
2016-08-02 0:00,0,0,13.8,29.9,21.9
2016-08-03 0:00,0,0,12.6,30.9,21.8
2016-08-04 0:00,43,0,13.9,32,23
2016-08-05 0:00,46,2.3,18.1,31.2,24.7
2016-08-06 0:00,39,0,15.4,27.5,21.5
2016-08-07 0:00,32,0,10.6,27.1,18.9
2016-08-08 0:00,0,0,8.4,28.6,18.5
2016-08-09 0:00,33,0,9.4,31,20.2
2016-08-10 0:00,33,0,16,33.4,24.7
2016-08-11 0:00,41,7.3,15.5,32.5,24
2016-08-12 0:00,48,1,22.8,31.7,27.3
2016-08-13 0:00,65,17.2,20.4,28.4,24.4
2016-08-14 0:00,35,0,16.2,26.6,21.4
2016-08-15 0:00,33,0,13.8,27.2,20.5
2016-08-16 0:00,74,27.4,15.6,25.7,20.7
2016-08-17 0:00,33,1,13.6,27.8,20.7
2016-08-18 0:00,0,0,15.9,28.4,22.2
2016-08-19 0:00,43,,13.4,29,21.2
2016-08-20 0:00,41,3.6,19.4,30.1,24.8
2016-08-21 0:00,54,0.4,13.5,23.9,18.7
2016-08-22 0:00,48,0,9.6,22.2,15.9
2016-08-23 0:00,41,0,11.1,26.1,18.6
2016-08-24 0:00,44,8.8,13.7,27.5,20.6
2016-08-25 0:00,48,31.9,19.6,27.8,23.7
2016-08-26 0:00,35,0,14.5,26.8,20.7
2016-08-27 0:00,0,0.4,12.7,26.7,19.7
2016-08-28 0:00,35,0,15.3,27.8,21.6
2016-08-29 0:00,0,0,12.5,26.1,19.3
2016-08-30 0:00,52,0,12,27.4,19.7
2016-08-31 0:00,33,0,12.2,25.9,19.1
2016-09-01 0:00,39,0,11.8,22.5,17.2
2016-09-02 0:00,0,0,8.7,22.3,15.5
2016-09-03 0:00,0,0,6.8,23.7,15.3
2016-09-04 0:00,0,0,5.9,25.4,15.7
2016-09-05 0:00,33,0,8.4,27.7,18.1
2016-09-06 0:00,0,0,13.7,30.9,22.3
2016-09-07 0:00,61,17.6,18.5,32.6,25.6
2016-09-08 0:00,44,1.2,19.2,28.3,23.8
2016-09-09 0:00,37,0,16.1,26.5,21.3
2016-09-10 0:00,54,1.4,14.4,27.4,20.9
2016-09-11 0:00,44,0,7.3,21.3,14.3
2016-09-12 0:00,0,0,5.1,23.2,14.2
2016-09-13 0:00,43,0,8,26.3,17.2
2016-09-14 0:00,32,0,7,21,14
2016-09-15 0:00,0,0,5.1,20,12.6
2016-09-16 0:00,0,0,4.9,24.5,14.7
2016-09-17 0:00,43,8.7,15.9,21.4,18.7
2016-09-18 0:00,41,0,12.3,25.3,18.8
2016-09-19 0:00,0,0,9.7,26.8,18.3
2016-09-20 0:00,35,0,9,25.7,17.4
2016-09-21 0:00,0,0,7.1,26.5,16.8
2016-09-22 0:00,32,0,9.3,28.3,18.8
2016-09-23 0:00,0,0,9.3,18.9,14.1
2016-09-24 0:00,0,0,3.8,18,10.9
2016-09-25 0:00,0,0,1.9,18.9,10.4
2016-09-26 0:00,48,7.2,8.5,17.3,12.9
2016-09-27 0:00,48,0,8,20.6,14.3
2016-09-28 0:00,46,0,7.4,20.8,14.1
2016-09-29 0:00,52,22.8,13,16,14.5
2016-09-30 0:00,56,0,12,18.6,15.3
2016-10-01 0:00,39,3.1,11.7,14.3,13
2016-10-02 0:00,0,3.4,12.1,18.3,15.2
2016-10-03 0:00,0,0.2,10.5,18.5,14.5
2016-10-04 0:00,32,0,10.2,20.7,15.5
2016-10-05 0:00,32,0,9.8,22.1,16
2016-10-06 0:00,0,0,10.4,24.9,17.7
2016-10-07 0:00,32,0.5,10,23.4,16.7
2016-10-08 0:00,44,1.8,5.1,17,11.1
2016-10-09 0:00,37,0,0.4,13,6.7
2016-10-10 0:00,0,0,-2.4,13.8,5.7
2016-10-11 0:00,0,0,-1.4,16.9,7.8
2016-10-12 0:00,69,1.2,3.9,,
2016-10-13 0:00,52,0.8,-0.9,15.9,7.5
2016-10-14 0:00,0,0,-0.6,15.3,7.4
2016-10-15 0:00,39,0,-0.6,21.4,10.4
2016-10-16 0:00,43,5.7,16.1,19.8,18
2016-10-17 0:00,48,0,16.1,23.6,19.9
2016-10-18 0:00,59,0,9.3,24.2,16.8
2016-10-19 0:00,0,0.2,7,19.8,13.4
2016-10-20 0:00,0,11.6,9.9,13.4,11.7
2016-10-21 0:00,44,2.3,2.6,9.9,6.3
2016-10-22 0:00,61,0,1.8,7.8,4.8
2016-10-23 0:00,41,0,5.7,13.3,9.5
2016-10-24 0:00,59,0,4.1,10.1,7.1
2016-10-25 0:00,50,0,-4.6,9.1,2.3
2016-10-26 0:00,41,1.2,-5.7,4.6,-0.6
2016-10-27 0:00,57,3.5,-0.7,3.9,1.6
2016-10-28 0:00,0,0,-2.5,10.3,3.9
2016-10-29 0:00,46,0,7.8,18.5,13.2
2016-10-30 0:00,35,1.5,-1.9,9.3,3.7
2016-10-31 0:00,0,0,-3.9,9.8,3
2016-11-01 0:00,35,0,0.5,20.8,10.7
2016-11-02 0:00,0,4.9,11.5,18,14.8
2016-11-03 0:00,41,21.1,4.7,13.5,9.1
2016-11-04 0:00,41,0,0,11.3,5.7
2016-11-05 0:00,32,0,3.8,14.4,9.1
2016-11-06 0:00,0,0,-0.7,15.4,7.4
2016-11-07 0:00,0,0,-2.6,18,7.7
2016-11-08 0:00,37,1.2,-0.7,15.8,7.6
2016-11-09 0:00,48,0,-1.9,9.7,3.9
2016-11-10 0:00,57,0,-2.3,15.3,6.5
2016-11-11 0:00,61,0,-3.6,10.8,3.6
2016-11-12 0:00,43,0,-5.5,8.5,1.5
2016-11-13 0:00,43,0,0.4,11.3,5.9
2016-11-14 0:00,0,0,-0.7,13.4,6.4
2016-11-15 0:00,0,0,-3.6,13.3,4.9
2016-11-16 0:00,43,0.2,0.9,11.3,6.1
2016-11-17 0:00,32,0,-1.8,12.5,5.4
2016-11-18 0:00,37,0,-0.2,19.5,9.7
2016-11-19 0:00,52,11.9,-1.1,13.6,6.3
2016-11-20 0:00,74,0,-2.9,0.4,-1.3
2016-11-21 0:00,76,0,-2.9,0.6,-1.2
2016-11-22 0:00,48,0,-6.7,1.7,-2.5
2016-11-23 0:00,0,2.9,-7.5,0,-3.8
2016-11-24 0:00,33,1.9,0,3.7,1.9
2016-11-25 0:00,39,2,0.9,5.6,3.3
2016-11-26 0:00,33,2.5,0.3,5.1,2.7
2016-11-27 0:00,0,1,-3.1,7.5,2.2
2016-11-28 0:00,37,1.4,-2.8,7.2,2.2
2016-11-29 0:00,46,3.2,3,12.9,8
2016-11-30 0:00,56,4.8,4.4,11.6,8
2016-12-01 0:00,56,0.2,2.1,4.4,3.3
2016-12-02 0:00,59,0.7,0.9,3.7,2.3
2016-12-03 0:00,32,0,0.5,3.4,2
2016-12-04 0:00,33,4.2,0,2,1
2016-12-05 0:00,46,0.9,-2.3,3.8,0.8
2016-12-06 0:00,52,0.8,-4.6,3.3,-0.7
2016-12-07 0:00,50,0,-1.8,2.3,0.3
2016-12-08 0:00,59,0,-4.3,-1.1,-2.7
2016-12-09 0:00,0,0.2,-9.3,-3.1,-6.2
2016-12-10 0:00,44,0.8,-7.1,-3.3,-5.2
2016-12-11 0:00,0,6.6,-8.1,-0.6,-4.4
2016-12-12 0:00,63,2.2,-3.3,0.8,-1.3
2016-12-13 0:00,57,0,-8.6,-2.6,-5.6
2016-12-14 0:00,61,0,-12.5,-7.3,-9.9
2016-12-15 0:00,78,0.8,-13,-9.6,-11.3
2016-12-16 0:00,41,1.1,-12.7,-7.9,-10.3
2016-12-17 0:00,0,4.8,-8,-1.5,-4.8
2016-12-18 0:00,54,0.2,-14.2,-3.2,-8.7
2016-12-19 0:00,37,0,-14.3,-9.4,-11.9
2016-12-20 0:00,63,0,-11.6,-0.8,-6.2
2016-12-21 0:00,0,0.8,-9.3,-1.1,-5.2
2016-12-22 0:00,39,0,-3.6,2.8,-0.4
2016-12-23 0:00,33,0.2,-4.7,0.7,-2
2016-12-24 0:00,35,4.7,0.3,2,1.2
2016-12-25 0:00,61,0,-2.8,1.8,-0.5
2016-12-26 0:00,61,17.1,-2.5,8.8,3.2
2016-12-27 0:00,59,0,-3.9,4.6,0.4
2016-12-28 0:00,35,0,-4,-1.1,-2.6
2016-12-29 0:00,48,5.7,-1.5,0.9,-0.3
2016-12-30 0:00,56,3.6,-4.6,-1.4,-3
2016-12-31 0:00,59,0.4,-4.7,2.5,-1.1
2017-01-01 0:00,44,0,-11.5,0.2,-5.7
2017-01-02 0:00,39,1.2,-9.4,3.8,-2.8
2017-01-03 0:00,0,18,1,3,2
2017-01-04 0:00,70,0,-10.1,2.2,-4
2017-01-05 0:00,57,0,-13.5,-8.2,-10.9
2017-01-06 0:00,39,0,-15.6,-10.1,-12.9
2017-01-07 0:00,39,0,-17.4,-9,-13.2
2017-01-08 0:00,46,0.4,-15.7,-10.1,-12.9
2017-01-09 0:00,46,0,-11,-4.8,-7.9
2017-01-10 0:00,80,16.9,-4.8,6.1,0.7
2017-01-11 0:00,80,15,-1,7.6,3.3
2017-01-12 0:00,50,10.1,-3.3,9.3,3
2017-01-13 0:00,61,0,-9.1,-2.6,-5.9
2017-01-14 0:00,0,0,-10,-3.1,-6.6
2017-01-15 0:00,0,0,-9.5,-0.2,-4.9
2017-01-16 0:00,0,0.2,-8.4,2.1,-3.2
2017-01-17 0:00,46,12.5,-0.6,1.3,0.4
2017-01-18 0:00,37,0,1.1,2,1.6
2017-01-19 0:00,32,0,-1,1.9,0.5
2017-01-20 0:00,0,1.7,-0.8,2.5,0.9
2017-01-21 0:00,0,0,1.4,6.7,4.1
2017-01-22 0:00,44,0,0.5,4.4,2.5
2017-01-23 0:00,46,0.2,0.4,,
2017-01-24 0:00,43,0,-0.6,0.8,0.1
2017-01-25 0:00,35,3.2,0.1,4.4,2.3
2017-01-26 0:00,61,1.5,-1.2,4.4,1.6
2017-01-27 0:00,56,0.2,-3.1,0.1,-1.5
2017-01-28 0:00,43,0.2,-3.7,-2.4,-3.1
2017-01-29 0:00,44,0.2,-12.6,-3.6,-8.1
2017-01-30 0:00,32,0,-13.7,-5.3,-9.5
2017-01-31 0:00,41,0.8,-7.8,-2.2,-5
2017-02-01 0:00,50,0.2,-4.6,0.6,-2
2017-02-02 0:00,57,0,-9.2,-4.6,-6.9
2017-02-03 0:00,50,0,-10.6,-7.2,-8.9
2017-02-04 0:00,46,0,-10.8,-4.3,-7.6
2017-02-05 0:00,54,0,-6.2,-0.7,-3.5
2017-02-06 0:00,33,0,-7.8,0.2,-3.8
2017-02-07 0:00,70,14.6,-1.3,6.2,2.5
2017-02-08 0:00,69,0.2,-9.1,2,-3.6
2017-02-09 0:00,50,0,-10.9,-5.2,-8.1
2017-02-10 0:00,46,0.9,-9.2,-3.1,-6.2
2017-02-11 0:00,0,0,-7.6,3.1,-2.3
2017-02-12 0:00,76,10.2,-3.5,1.6,-1
2017-02-13 0:00,61,0,-12.5,-1.8,-7.2
2017-02-14 0:00,43,0.7,-11.6,3,-4.3
2017-02-15 0:00,56,0,-7.1,0.6,-3.3
2017-02-16 0:00,41,0,-9.5,-5,-7.3
2017-02-17 0:00,0,0,-12.9,1.2,-5.9
2017-02-18 0:00,52,0,-6.1,11.9,2.9
2017-02-19 0:00,39,0,-1.6,10.2,4.3
2017-02-20 0:00,35,0,-4.1,7,1.5
2017-02-21 0:00,0,0.9,-2.2,7.6,2.7
2017-02-22 0:00,35,0.2,2.8,14.6,8.7
2017-02-23 0:00,54,0.2,0.3,16.8,8.6
2017-02-24 0:00,54,8,2.4,12.2,7.3
2017-02-25 0:00,65,8.3,-4.3,12.3,4
2017-02-26 0:00,56,0.2,-5.5,2.1,-1.7
2017-02-27 0:00,43,0,-0.9,8.3,3.7
2017-02-28 0:00,35,11.8,-3.4,10.3,3.5
2017-03-01 0:00,74,16.9,-6.1,12.6,3.3
2017-03-02 0:00,65,0,-8,-2.7,-5.4
2017-03-03 0:00,52,0,-10.2,-6.3,-8.3
2017-03-04 0:00,35,0,-13.1,-6.4,-9.8
2017-03-05 0:00,41,0,-13.8,-0.8,-7.3
2017-03-06 0:00,43,0.7,-2.6,10.6,4
2017-03-07 0:00,63,10,3.9,11.6,7.8
2017-03-08 0:00,95,0,-0.5,9.5,4.5
2017-03-09 0:00,67,0,-3.6,2.1,-0.8
2017-03-10 0:00,63,0,-11.4,-2.9,-7.2
2017-03-11 0:00,59,0.2,-12.7,-6.8,-9.8
2017-03-12 0:00,41,0,-16.1,-5.4,-10.8
2017-03-13 0:00,37,1.3,-11.6,-6.8,-9.2
2017-03-14 0:00,57,0,-12.4,-8.3,-10.4
2017-03-15 0:00,70,0,-10.1,-5,-7.6
2017-03-16 0:00,56,0,-9.2,0.4,-4.4
2017-03-17 0:00,33,0,-10.4,5.8,-2.3
2017-03-18 0:00,0,2.1,-1.5,0.9,-0.3
2017-03-19 0:00,0,0,-2.1,7.2,2.6
2017-03-20 0:00,0,0,-1.8,5.7,2
2017-03-21 0:00,61,0,-5.4,10.5,2.6
2017-03-22 0:00,46,0,-9.6,-2.5,-6.1
2017-03-23 0:00,43,0,-10.5,4.2,-3.2
2017-03-24 0:00,44,1.4,0,17.6,8.8
2017-03-25 0:00,48,6.9,0.2,3.6,1.9
2017-03-26 0:00,46,7.7,0.1,5.6,2.9
2017-03-27 0:00,0,2,5.5,13.1,9.3
2017-03-28 0:00,37,0,-0.1,11.2,5.6
2017-03-29 0:00,0,0,-2.7,12.2,4.8
2017-03-30 0:00,65,10.2,-0.2,2.6,1.2
2017-03-31 0:00,56,4.3,0.7,3.3,2
2017-04-01 0:00,39,0,-0.6,11.1,5.3
2017-04-02 0:00,48,0,-1.5,15.5,7
2017-04-03 0:00,54,16.2,4.9,13.7,9.3
2017-04-04 0:00,63,8.6,3.1,12.1,7.6
2017-04-05 0:00,67,0.7,3.1,11.7,7.4
2017-04-06 0:00,67,24.4,0.2,7.5,3.9
2017-04-07 0:00,80,0.2,-1,5,2
2017-04-08 0:00,50,0,-1.4,12.8,5.7
2017-04-09 0:00,48,0,-0.1,19.8,9.9
2017-04-10 0:00,61,6.8,12,21.9,17
2017-04-11 0:00,54,17.4,5.4,21.2,13.3
2017-04-12 0:00,56,0,0.1,6.5,3.3
2017-04-13 0:00,0,0,-2.1,12.3,5.1
2017-04-14 0:00,35,0,2.1,15.7,8.9
2017-04-15 0:00,48,4.3,3,22.5,12.8
2017-04-16 0:00,65,0,8.3,21.2,14.8
2017-04-17 0:00,41,0,0,12.7,6.4
2017-04-18 0:00,39,0,-2.8,11.8,4.5
2017-04-19 0:00,44,4.3,4.9,19.6,12.3
2017-04-20 0:00,50,39.7,3.8,8.1,6
2017-04-21 0:00,48,0.4,3.7,9.2,6.5
2017-04-22 0:00,43,0,2.4,14.3,8.4
2017-04-23 0:00,39,0,-1,18.8,8.9
2017-04-24 0:00,54,0,2.4,14.1,8.3
2017-04-25 0:00,44,5,4.9,10.8,7.9
2017-04-26 0:00,37,0,7.1,18.9,13
2017-04-27 0:00,63,2.8,7.7,26.6,17.2
2017-04-28 0:00,44,0,6.4,16.8,11.6
2017-04-29 0:00,35,0,6.3,11.9,9.1
2017-04-30 0:00,61,14.5,2.8,7.1,5
2017-05-01 0:00,52,11.2,4.2,16.8,10.5
2017-05-02 0:00,63,2.5,4.4,8.8,6.6
2017-05-03 0:00,39,0.2,2.5,12.8,7.7
2017-05-04 0:00,44,24.9,3.4,8.8,6.1
2017-05-05 0:00,44,17,4.8,8.2,6.5
2017-05-06 0:00,59,8.2,4,6.2,5.1
2017-05-07 0:00,52,0,0.8,8.9,4.9
2017-05-08 0:00,52,0,-0.8,9.5,4.4
2017-05-09 0:00,0,0,-1.9,13.5,5.8
2017-05-10 0:00,32,0,1.5,14.6,8.1
2017-05-11 0:00,48,0,3.4,14.2,8.8
2017-05-12 0:00,0,0,2.1,14.2,8.2
2017-05-13 0:00,35,0,3.6,19.1,11.4
